SIGLA_PARTIDO,ANO_ELEICAO,UF,CODIGO_CARGO,QTDE_CANDIDATOS,QTDE_VOTOS,QTDE_ELEITOS
PSTU,2008,SC,11,3,1995,
PSTU,2008,SE,11,1,9143,
PSTU,2008,SP,11,5,14882,
PT,2008,AL,11,19,82025,1.0
PT,2008,AM,11,2,2912,
PT,2008,BA,11,211,1532452,70.0
PT,2008,CE,11,55,899814,17.0
PT,2008,ES,11,19,416318,6.0
PT,2008,GO,11,49,194574,12.0
PT,2008,MG,11,248,1732918,111.0
PT,2008,MS,11,25,236580,10.0
PT,2008,MT,11,42,96117,19.0
PT,2008,PB,11,29,46100,6.0
PT,2008,PE,11,31,686115,8.0
PT,2008,PI,11,64,298743,25.0
PT,2008,PR,11,117,660375,31.0
PT,2008,RJ,11,32,1119359,10.0
PT,2008,RN,11,27,183951,4.0
PT,2008,RS,11,141,1500127,61.0
PT,2008,SC,11,95,628516,35.0
PT,2008,SE,11,19,75251,7.0
PT,2008,SP,11,209,5128667,62.0
PT,2008,TO,11,40,110416,12.0
PT do B,2008,AL,11,9,29215,2.0
PT do B,2008,BA,11,13,43840,2.0
PT do B,2008,CE,11,1,699,
PT do B,2008,ES,11,3,8938,
PT do B,2008,GO,11,6,16141,2.0
PT do B,2008,MG,11,15,20054,
PT do B,2008,PB,11,1,243,
PT do B,2008,PE,11,3,766,
PT do B,2008,PI,11,2,2306,1.0
PT do B,2008,PR,11,5,8901,
PT do B,2008,RJ,11,7,81842,
PT do B,2008,SE,11,5,28214,4.0
PT do B,2008,SP,11,9,8724,
PT do B,2008,TO,11,1,189,
PTB,2008,AL,11,38,204235,20.0
PTB,2008,AM,11,1,769,
PTB,2008,BA,11,52,136688,13.0
PTB,2008,CE,11,9,69965,5.0
PTB,2008,ES,11,7,72997,2.0
PTB,2008,GO,11,29,155148,8.0
PTB,2008,MG,11,168,588628,68.0
PTB,2008,MS,11,8,20640,3.0
PTB,2008,MT,11,18,61496,3.0
PTB,2008,PB,11,53,169624,21.0
PTB,2008,PE,11,73,595851,32.0
PTB,2008,PI,11,146,443826,82.0
PTB,2008,PR,11,56,278369,25.0
PTB,2008,RJ,11,12,63445,1.0
PTB,2008,RN,11,21,42790,9.0
PTB,2008,RS,11,81,457199,31.0
PTB,2008,SC,11,7,22896,3.0
PTB,2008,SE,11,9,42054,8.0
PTB,2008,SP,11,152,868064,62.0
PTB,2008,TO,11,14,27961,6.0
PTC,2008,BA,11,17,53354,2.0
PTC,2008,CE,11,6,18543,
PTC,2008,GO,11,2,738,
PTC,2008,MG,11,22,68709,10.0
PTC,2008,MS,11,1,800,
PTC,2008,PB,11,1,14,
PTC,2008,PE,11,5,1114,
PTC,2008,PI,11,3,6157,
PTC,2008,PR,11,10,4245,
PTC,2008,RJ,11,2,1263,
PTC,2008,RN,11,2,7674,
PTC,2008,RS,11,1,551,
PTC,2008,SC,11,2,1656,
PTC,2008,SE,11,2,360,
PTC,2008,SP,11,7,9977,
PTN,2008,AL,11,3,327,
PTN,2008,BA,11,7,18238,
PTN,2008,CE,11,5,1503,
PTN,2008,ES,11,1,311,
PTN,2008,GO,11,13,20219,3.0
PTN,2008,MG,11,15,35566,7.0
PTN,2008,MT,11,1,917,
PTN,2008,PB,11,5,9158,
PTN,2008,PE,11,2,3059,
PTN,2008,PI,11,1,324,
PTN,2008,PR,11,3,3822,
PTN,2008,RJ,11,4,23857,
PTN,2008,RN,11,1,277,
PTN,2008,SE,11,1,236,
PTN,2008,SP,11,8,11103,
PTN,2008,TO,11,2,1678,
PV,2008,AL,11,6,17185,
PV,2008,AM,11,3,4381,
PV,2008,BA,11,29,68429,5.0
PV,2008,CE,11,7,27704,2.0
PV,2008,ES,11,3,7812,1.0
PV,2008,GO,11,2,3673,1.0
PV,2008,MG,11,71,414974,15.0
PV,2008,MS,11,2,4850,
PV,2008,MT,11,6,20148,1.0
PV,2008,PB,11,4,999,
PV,2008,PE,11,4,3719,
PV,2008,PI,11,5,1390,
PV,2008,PR,11,30,94783,3.0
PV,2008,RJ,11,11,896630,
PV,2008,RN,11,8,230730,1.0
PV,2008,RS,11,4,8470,
PV,2008,SC,11,5,22584,
PV,2008,SE,11,5,138,
PV,2008,SP,11,101,790946,22.0
PV,2008,TO,11,8,38663,1.0
PAN,2004,AL,11,1,1,
PAN,2004,BA,11,5,22502,
PAN,2004,CE,11,1,54,
PAN,2004,ES,11,3,7610,
PAN,2004,MG,11,6,19131,
PAN,2004,PE,11,6,9687,
PAN,2004,PI,11,1,155,
PAN,2004,RJ,11,1,2992,
PAN,2004,RN,11,5,4087,
PAN,2004,SE,11,1,2906,
PAN,2004,SP,11,8,31754,1.0
PC do B,2004,AL,11,4,1142,
PC do B,2004,AM,11,1,1214,
PC do B,2004,BA,11,12,6090,
PC do B,2004,CE,11,7,225198,1.0
PC do B,2004,ES,11,2,684,
PC do B,2004,GO,11,1,204,
PC do B,2004,MG,11,6,6566,
PC do B,2004,MT,11,2,11725,1.0
PC do B,2004,PB,11,1,232,
PC do B,2004,PE,11,9,165500,3.0
PC do B,2004,PI,11,20,38918,3.0
PC do B,2004,PR,11,5,15660,
PC do B,2004,RJ,11,5,240154,
PC do B,2004,RN,11,2,1158,
PC do B,2004,RS,11,4,24709,
PC do B,2004,SC,11,1,271,
PC do B,2004,SE,11,1,964,
PC do B,2004,SP,11,8,25776,1.0
PCB,2004,BA,11,1,82,
PCB,2004,RJ,11,5,13911,
PCB,2004,SP,11,4,4416,
PCO,2004,BA,11,5,1127,
PCO,2004,CE,11,2,1914,
PCO,2004,ES,11,3,923,
PCO,2004,GO,11,1,548,
PCO,2004,MG,11,4,20542,
PCO,2004,PB,11,2,3235,
PCO,2004,RJ,11,3,3466,
PCO,2004,RS,11,2,1669,
PCO,2004,SE,11,1,913,
PCO,2004,SP,11,11,8787,
PDT,2004,AL,11,7,174642,4.0
PDT,2004,AM,11,2,3293,
PDT,2004,BA,11,37,576951,3.0
PDT,2004,CE,11,14,109647,3.0
PDT,2004,ES,11,13,296128,4.0
PDT,2004,GO,11,14,28599,
PDT,2004,MG,11,128,385443,41.0
PDT,2004,MS,11,32,203810,17.0
PDT,2004,MT,11,3,23991,1.0
PDT,2004,PB,11,23,108768,9.0
PDT,2004,PE,11,26,141203,7.0
PDT,2004,PI,11,31,73595,8.0
PDT,2004,PR,11,82,543531,43.0
PDT,2004,RJ,11,32,537715,4.0
PDT,2004,RN,11,21,53874,5.0
PDT,2004,RS,11,193,848414,97.0
PDT,2004,SC,11,11,36893,4.0
PDT,2004,SE,11,5,11603,3.0
PDT,2004,SP,11,74,831359,23.0
PDT,2004,TO,11,2,1237,1.0
PFL,2004,AL,11,10,25998,1.0
PFL,2004,AM,11,1,4531,
PFL,2004,BA,11,276,2014896,153.0
PFL,2004,CE,11,18,399968,5.0
PFL,2004,ES,11,10,46156,4.0
PFL,2004,GO,11,56,254348,15.0
PFL,2004,MG,11,267,1014218,123.0
PFL,2004,MS,11,11,29409,3.0
PFL,2004,MT,11,38,146864,13.0
PFL,2004,PB,11,89,218133,43.0
PFL,2004,PE,11,86,673128,43.0
PFL,2004,PI,11,101,275430,58.0
PFL,2004,PR,11,69,323952,25.0
PFL,2004,RJ,11,26,2178777,7.0
PFL,2004,RN,11,61,249528,31.0
PFL,2004,RS,11,44,230677,18.0
PFL,2004,SC,11,97,538729,43.0
PFL,2004,SE,11,48,157289,25.0
PFL,2004,SP,11,219,1243808,73.0
PFL,2004,TO,11,53,115331,24.0
PHS,2004,AL,11,2,243,
PHS,2004,AM,11,1,27,
PHS,2004,BA,11,28,67852,9.0
PHS,2004,CE,11,12,41617,2.0
PHS,2004,ES,11,1,25183,1.0
PHS,2004,GO,11,9,11829,1.0
PHS,2004,MG,11,18,17581,2.0
PHS,2004,MS,11,1,857,
PHS,2004,PB,11,5,3421,1.0
PHS,2004,PE,11,5,18349,1.0
PHS,2004,PI,11,2,1222,
PHS,2004,PR,11,5,10759,1.0
PHS,2004,RJ,11,5,28844,
PHS,2004,RN,11,2,3997,1.0
PHS,2004,RS,11,8,21309,2.0
PHS,2004,SC,11,2,1089,
PHS,2004,SE,11,4,6131,
PHS,2004,SP,11,25,163724,3.0
PL,2004,AL,11,22,64455,5.0
PL,2004,AM,11,5,15825,2.0
PL,2004,BA,11,151,706533,65.0
PL,2004,CE,11,23,189715,5.0
PL,2004,ES,11,11,113123,2.0
PL,2004,GO,11,71,215119,29.0
PL,2004,MG,11,222,921435,86.0
PL,2004,MS,11,23,96037,11.0
PL,2004,MT,11,19,46374,8.0
PL,2004,PB,11,41,100332,21.0
PL,2004,PE,11,16,63859,5.0
PL,2004,PI,11,26,54372,10.0
PL,2004,PR,11,42,135210,10.0
PL,2004,RJ,11,20,994311,3.0
PL,2004,RN,11,21,91138,11.0
PL,2004,RS,11,16,25752,3.0
PL,2004,SC,11,17,76930,3.0
PL,2004,SE,11,13,35522,7.0
PL,2004,SP,11,100,587638,33.0
PL,2004,TO,11,55,110855,22.0
PMDB,2004,AL,11,32,268019,17.0
PMDB,2004,AM,11,5,10058,2.0
PMDB,2004,BA,11,89,411264,20.0
PMDB,2004,CE,11,50,503050,18.0
PMDB,2004,ES,11,33,183211,12.0
PMDB,2004,GO,11,120,732448,46.0
PMDB,2004,MG,11,365,1471672,140.0
PMDB,2004,MS,11,31,348729,13.0
PMDB,2004,MT,11,28,97724,6.0
PMDB,2004,PB,11,90,374100,47.0
PMDB,2004,PE,11,78,908792,41.0
PMDB,2004,PI,11,90,323816,44.0
PMDB,2004,PR,11,263,1083258,121.0
PMDB,2004,RJ,11,77,2118510,41.0
PMDB,2004,RN,11,74,266651,35.0
PMDB,2004,RS,11,287,1454753,137.0
PMDB,2004,SC,11,232,857353,116.0
PMDB,2004,SE,11,21,89313,6.0
PMDB,2004,SP,11,228,1431311,89.0
PMDB,2004,TO,11,42,87423,19.0
PMN,2004,AL,11,14,50870,3.0
PMN,2004,BA,11,15,61164,6.0
PMN,2004,CE,11,6,1180,
PMN,2004,ES,11,11,41156,4.0
PMN,2004,GO,11,4,6623,
PMN,2004,MG,11,28,45881,8.0
PMN,2004,MS,11,2,149,
PMN,2004,PB,11,5,5908,1.0
PMN,2004,PE,11,6,10651,
PMN,2004,PI,11,9,16476,3.0
PMN,2004,PR,11,6,8659,
PMN,2004,RJ,11,2,6879,1.0
PMN,2004,RN,11,2,10195,
PMN,2004,RS,11,1,2456,
PMN,2004,SE,11,2,1263,
PMN,2004,SP,11,19,67688,1.0
PP,2004,AL,11,19,77073,5.0
PP,2004,BA,11,123,660154,56.0
PP,2004,CE,11,27,194658,9.0
PP,2004,ES,11,13,138225,4.0
PP,2004,GO,11,76,426111,28.0
PP,2004,MG,11,143,642823,70.0
PP,2004,MS,11,2,3755,
PP,2004,MT,11,18,78452,12.0
PP,2004,PB,11,31,73669,8.0
PP,2004,PE,11,21,85767,5.0
PP,2004,PI,11,36,101243,15.0
PP,2004,PR,11,79,355750,36.0
PP,2004,RJ,11,24,218088,9.0
PP,2004,RN,11,16,60797,6.0
PP,2004,RS,11,290,1056846,133.0
PP,2004,SC,11,132,535801,70.0
PP,2004,SE,11,9,33666,3.0
PP,2004,SP,11,89,960733,28.0
PP,2004,TO,11,21,32470,10.0
PPS,2004,AL,11,19,66359,7.0
PPS,2004,AM,11,7,16837,4.0
PPS,2004,BA,11,23,84292,3.0
PPS,2004,CE,11,76,485240,38.0
PPS,2004,ES,11,35,210000,14.0
PPS,2004,GO,11,27,77742,9.0
PPS,2004,MG,11,109,410237,32.0
PPS,2004,MS,11,10,20898,
PPS,2004,MT,11,55,201229,27.0
PPS,2004,PB,11,18,41878,4.0
PPS,2004,PE,11,29,306771,12.0
PPS,2004,PI,11,39,97888,17.0
PPS,2004,PR,11,108,754288,32.0
PPS,2004,RJ,11,13,74788,1.0
PPS,2004,RN,11,20,42468,7.0
PPS,2004,RS,11,19,377304,5.0
PPS,2004,SC,11,26,115103,5.0
PPS,2004,SE,11,13,123415,5.0
PPS,2004,SP,11,111,835734,36.0
PPS,2004,TO,11,16,19629,5.0
PRONA,2004,AL,11,3,3599,1.0
PRONA,2004,BA,11,4,14204,1.0
PRONA,2004,GO,11,1,3480,
PRONA,2004,MG,11,2,13692,
PRONA,2004,MS,11,1,2983,
PRONA,2004,PE,11,2,8758,1.0
PRONA,2004,PI,11,2,32810,
PRONA,2004,RJ,11,4,48152,
PRONA,2004,RS,11,1,633,
PRONA,2004,SP,11,4,48648,
PRP,2004,AL,11,6,7994,
PRP,2004,AM,11,1,1983,
PRP,2004,BA,11,48,136938,16.0
PRP,2004,CE,11,18,106099,7.0
PRP,2004,ES,11,3,3640,
PRP,2004,GO,11,3,6076,
PRP,2004,MG,11,5,9840,1.0
PRP,2004,PB,11,5,4087,1.0
PRP,2004,PE,11,1,26,
PRP,2004,PR,11,11,41672,4.0
PRP,2004,RJ,11,3,3066,
PRP,2004,SE,11,1,9963,
PRP,2004,SP,11,16,36770,1.0
PRP,2004,TO,11,2,29,
PRTB,2004,AL,11,7,2507,
PRTB,2004,AM,11,2,2139,
PRTB,2004,BA,11,12,38502,2.0
PRTB,2004,CE,11,2,5632,
PRTB,2004,ES,11,4,12953,1.0
PRTB,2004,MG,11,16,85426,4.0
PRTB,2004,PE,11,1,22,
PRTB,2004,PR,11,5,13507,
PRTB,2004,RJ,11,5,3455,
PRTB,2004,RN,11,1,202,
PRTB,2004,SE,11,1,536,
PRTB,2004,SP,11,11,28352,
PRTB,2004,TO,11,7,5526,3.0
PSB,2004,AL,11,48,262308,22.0
PSB,2004,AM,11,1,36,
PSB,2004,BA,11,29,227178,5.0
PSB,2004,CE,11,13,53729,2.0
PSB,2004,ES,11,26,126012,13.0
PSB,2004,GO,11,16,90674,3.0
PSB,2004,MG,11,63,546225,8.0
PSB,2004,MS,11,1,1220,
PSB,2004,MT,11,3,14651,1.0
PSB,2004,PB,11,16,253600,6.0
PSB,2004,PE,11,44,255192,12.0
PSB,2004,PI,11,14,16131,2.0
PSB,2004,PR,11,26,99859,6.0
PSB,2004,RJ,11,11,243654,2.0
PSB,2004,RN,11,93,437379,48.0
PSB,2004,RS,11,28,124204,9.0
PSB,2004,SC,11,4,3765,
PSB,2004,SE,11,9,41036,2.0
PSB,2004,SP,11,77,1100652,16.0
PSB,2004,TO,11,6,6330,1.0
PSC,2004,AL,11,3,5727,
PSC,2004,BA,11,32,104850,4.0
PSC,2004,CE,11,4,23443,
PSC,2004,ES,11,3,10915,
PSC,2004,GO,11,12,23658,
PSC,2004,MG,11,33,82578,3.0
PSC,2004,PE,11,5,22396,1.0
PSC,2004,PI,11,3,6858,
PSC,2004,PR,11,13,19478,1.0
PSC,2004,RJ,11,18,112659,5.0
PSC,2004,RN,11,2,795,
PSC,2004,RS,11,1,198,
PSC,2004,SP,11,20,45332,1.0
PSC,2004,TO,11,9,11253,3.0
PSDB,2004,AL,11,29,129198,14.0
PSDB,2004,AM,11,2,676,
PSDB,2004,BA,11,56,282211,27.0
PSDB,2004,CE,11,135,1219162,68.0
PSDB,2004,ES,11,21,196189,6.0
PSDB,2004,GO,11,163,584237,87.0
PSDB,2004,MG,11,326,1487377,150.0
PSDB,2004,MS,11,14,50994,6.0
PSDB,2004,MT,11,13,21717,2.0
PSDB,2004,PB,11,107,475844,43.0
PSDB,2004,PE,11,60,413759,26.0
PSDB,2004,PI,11,75,325262,34.0
PSDB,2004,PR,11,104,972905,50.0
PSDB,2004,RJ,11,15,249214,3.0
PSDB,2004,RN,11,13,159204,4.0
PSDB,2004,RS,11,62,449040,17.0
PSDB,2004,SC,11,66,539412,27.0
PSDB,2004,SE,11,13,72736,5.0
PSDB,2004,SP,11,413,6834586,193.0
PSDB,2004,TO,11,48,84810,23.0
PSDC,2004,AL,11,3,865,
PSDC,2004,BA,11,15,51204,1.0
PSDC,2004,CE,11,4,25211,1.0
PSDC,2004,ES,11,2,8643,
PSDC,2004,GO,11,9,24869,2.0
PSDC,2004,MG,11,16,34115,1.0
PSDC,2004,MS,11,1,1363,
PSDC,2004,MT,11,1,3144,
PSDC,2004,PB,11,6,5644,
PSDC,2004,PE,11,12,125213,4.0
PSDC,2004,PI,11,2,1159,
PSDC,2004,PR,11,13,15811,1.0
PSDC,2004,RJ,11,5,1031,
PSDC,2004,SE,11,1,1047,
PSDC,2004,SP,11,21,47882,
PSDC,2004,TO,11,2,2563,
PSL,2004,AL,11,4,6850,
PSL,2004,AM,11,3,6804,1.0
PSL,2004,BA,11,11,40962,1.0
PSL,2004,CE,11,4,4596,
PSL,2004,ES,11,2,405,
PSL,2004,GO,11,2,3178,
PSL,2004,MG,11,21,29003,4.0
PSL,2004,MS,11,2,4579,
PSL,2004,MT,11,4,2658,
PSL,2004,PB,11,9,19364,3.0
PSL,2004,PE,11,7,21902,1.0
PSL,2004,PI,11,2,1092,
PSL,2004,PR,11,26,143880,8.0
PSL,2004,RJ,11,3,986,
PSL,2004,SE,11,1,71,
PSL,2004,SP,11,6,19408,2.0
PSL,2004,TO,11,3,2121,1.0
PSTU,2004,AL,11,3,4330,
PSTU,2004,BA,11,4,3282,
PSTU,2004,CE,11,4,3539,
PSTU,2004,GO,11,2,2802,
PSTU,2004,MG,11,12,34521,
PSTU,2004,MS,11,2,9167,
PSTU,2004,MT,11,1,192,
PSTU,2004,PB,11,1,1635,
PSTU,2004,PE,11,6,5048,
PSTU,2004,PI,11,1,1497,
PSTU,2004,PR,11,2,1994,
PSTU,2004,RJ,11,11,28114,
PSTU,2004,RN,11,3,2945,
PSTU,2004,RS,11,7,9738,
PSTU,2004,SC,11,6,3518,
PSTU,2004,SE,11,2,5321,
PSTU,2004,SP,11,30,44821,
PT,2004,AL,11,13,28946,2.0
PT,2004,BA,11,178,923519,19.0
PT,2004,CE,11,57,421565,12.0
PT,2004,ES,11,18,200325,5.0
PT,2004,GO,11,65,310816,10.0
PT,2004,MG,11,323,2341649,84.0
PT,2004,MS,11,49,336944,18.0
PT,2004,MT,11,22,36381,4.0
PT,2004,PB,11,28,73353,4.0
PT,2004,PE,11,42,739271,8.0
PT,2004,PI,11,51,91736,7.0
PT,2004,PR,11,140,840036,28.0
PT,2004,RJ,11,38,895721,9.0
PT,2004,RN,11,32,73661,2.0
PT,2004,RS,11,189,1329822,43.0
PT,2004,SC,11,152,671256,23.0
PT,2004,SE,11,18,232959,4.0
PT,2004,SP,11,298,5428927,57.0
PT,2004,TO,11,46,150085,16.0
PT do B,2004,AL,11,7,6991,
PT do B,2004,BA,11,27,94851,10.0
PT do B,2004,ES,11,4,10220,1.0
PT do B,2004,GO,11,1,156,
PT do B,2004,MG,11,10,12480,2.0
PT do B,2004,PB,11,1,181,
PT do B,2004,PI,11,4,4592,
PT do B,2004,PR,11,4,10250,1.0
PT do B,2004,RJ,11,3,10064,
PT do B,2004,RN,11,3,241,
PT do B,2004,RS,11,2,3301,
PT do B,2004,SC,11,1,1867,
PT do B,2004,SE,11,6,26017,3.0
PT do B,2004,SP,11,4,44095,
PT do B,2004,TO,11,1,396,
PTB,2004,AL,11,33,149762,19.0
PTB,2004,AM,11,2,2463,
PTB,2004,BA,11,30,106546,3.0
PTB,2004,CE,11,18,63610,6.0
PTB,2004,ES,11,13,133924,6.0
PTB,2004,GO,11,33,107921,13.0
PTB,2004,MG,11,188,776825,77.0
PTB,2004,MS,11,20,87217,9.0
PTB,2004,MT,11,13,31768,8.0
PTB,2004,PB,11,65,225946,28.0
PTB,2004,PE,11,40,391376,13.0
PTB,2004,PI,11,66,144480,20.0
PTB,2004,PR,11,53,192710,24.0
PTB,2004,RJ,11,16,245103,2.0
PTB,2004,RN,11,40,124542,15.0
PTB,2004,RS,11,98,390486,31.0
PTB,2004,SC,11,6,30548,2.0
PTB,2004,SE,11,15,109592,8.0
PTB,2004,SP,11,182,960808,63.0
PTB,2004,TO,11,20,37439,11.0
PTC,2004,AL,11,4,1123,
PTC,2004,BA,11,26,83591,9.0
PTC,2004,CE,11,1,4392,1.0
PTC,2004,ES,11,5,19750,
PTC,2004,GO,11,2,4053,
PTC,2004,MG,11,24,63883,4.0
PTC,2004,PE,11,3,4721,
PTC,2004,PI,11,2,2166,1.0
PTC,2004,PR,11,5,9390,1.0
PTC,2004,RJ,11,3,13581,
PTC,2004,RN,11,2,67412,
PTC,2004,SC,11,1,214,
PTC,2004,SE,11,1,247,
PTC,2004,SP,11,8,14659,
PTN,2004,AL,11,2,159,
PTN,2004,BA,11,15,55573,2.0
PTN,2004,CE,11,1,85,
PTN,2004,ES,11,1,6274,
PTN,2004,GO,11,2,1141,
PTN,2004,MG,11,12,15628,1.0
PTN,2004,MS,11,1,176,
PTN,2004,PB,11,2,2593,1.0
PTN,2004,PE,11,1,32,
PTN,2004,PI,11,3,510,
PTN,2004,PR,11,5,3933,
PTN,2004,RJ,11,2,1594,
PTN,2004,RN,11,4,4311,
PTN,2004,SE,11,2,13589,
PTN,2004,SP,11,8,11387,
PV,2004,AL,11,4,13645,
PV,2004,AM,11,1,927,
PV,2004,BA,11,17,21611,1.0
PV,2004,CE,11,10,50025,4.0
PV,2004,ES,11,3,4567,
PV,2004,GO,11,4,2681,
PV,2004,MG,11,21,37412,2.0
PV,2004,MS,11,4,4000,1.0
PV,2004,MT,11,3,3177,
PV,2004,PB,11,5,13004,2.0
PV,2004,PE,11,4,14812,1.0
PV,2004,PI,11,4,6035,
PV,2004,PR,11,20,46293,
PV,2004,RJ,11,11,124814,5.0
PV,2004,RN,11,5,7590,
PV,2004,RS,11,4,11245,
PV,2004,SC,11,3,13413,
PV,2004,SE,11,1,2061,
PV,2004,SP,11,94,667692,16.0
PAN,2000,BA,11,4,4242,1.0
PAN,2000,CE,11,1,212,
PAN,2000,ES,11,2,408,
PAN,2000,MG,11,5,3221,
PAN,2000,PE,11,1,130,
PAN,2000,PR,11,2,1130,
PAN,2000,RJ,11,1,1779,
PAN,2000,RN,11,3,855,
PAN,2000,RS,11,1,90,
PAN,2000,SP,11,3,5851,
PC do B,2000,AL,11,2,1531,
PC do B,2000,BA,11,5,7648,
PC do B,2000,CE,11,4,283765,
PC do B,2000,GO,11,1,1952,
PC do B,2000,MG,11,1,120,
PC do B,2000,MT,11,2,10334,
PC do B,2000,PE,11,2,59201,
PC do B,2000,PI,11,1,149,
PC do B,2000,RS,11,2,940,
PC do B,2000,SP,11,4,2874,
PCB,2000,RJ,11,2,8134,
PCB,2000,SP,11,3,2720,
PCO,2000,BA,11,2,3709,
PCO,2000,ES,11,1,485,
PCO,2000,MG,11,1,1584,
PCO,2000,PB,11,1,6104,
PCO,2000,RJ,11,1,555,
PCO,2000,RS,11,2,419,
PCO,2000,SP,11,3,1179,
PDT,2000,AL,11,22,66743,8.0
PDT,2000,AM,11,2,569,
PDT,2000,BA,11,21,105293,2.0
PDT,2000,CE,11,9,20785,
PDT,2000,ES,11,21,216297,5.0
PDT,2000,GO,11,12,32280,1.0
PDT,2000,MG,11,93,232567,38.0
PDT,2000,MS,11,35,85731,9.0
PDT,2000,MT,11,8,10214,3.0
PDT,2000,PB,11,38,129851,20.0
PDT,2000,PE,11,25,212588,3.0
PDT,2000,PI,11,23,27959,1.0
PDT,2000,PR,11,64,322345,19.0
PDT,2000,RJ,11,75,1781879,33.0
PDT,2000,RN,11,13,43327,4.0
PDT,2000,RS,11,216,956536,78.0
PDT,2000,SC,11,39,124473,12.0
PDT,2000,SE,11,2,52320,
PDT,2000,SP,11,89,626003,21.0
PFL,2000,AL,11,28,106243,13.0
PFL,2000,AM,11,4,6334,
PFL,2000,BA,11,268,1969002,126.0
PFL,2000,CE,11,40,433880,11.0
PFL,2000,ES,11,37,151770,14.0
PFL,2000,GO,11,88,366876,38.0
PFL,2000,MG,11,365,1534792,153.0
PFL,2000,MS,11,21,71996,5.0
PFL,2000,MT,11,52,176507,22.0
PFL,2000,PB,11,109,288037,59.0
PFL,2000,PE,11,112,1041888,46.0
PFL,2000,PI,11,126,326648,65.0
PFL,2000,PR,11,176,1094050,84.0
PFL,2000,RJ,11,15,1219017,4.0
PFL,2000,RN,11,88,303171,36.0
PFL,2000,RS,11,54,246081,15.0
PFL,2000,SC,11,128,564010,58.0
PFL,2000,SE,11,1,2167,
PFL,2000,SP,11,206,1794758,91.0
PGT,2000,AL,11,1,102,
PGT,2000,PE,11,1,32,
PGT,2000,RJ,11,2,1712,
PGT,2000,RN,11,1,906,
PGT,2000,SP,11,8,22539,
PHS,2000,AL,11,2,2019,
PHS,2000,BA,11,13,12290,1.0
PHS,2000,CE,11,2,6684,
PHS,2000,ES,11,1,15957,1.0
PHS,2000,MG,11,11,33233,2.0
PHS,2000,PE,11,3,8739,1.0
PHS,2000,PR,11,1,136,
PHS,2000,RJ,11,2,5369,
PHS,2000,RS,11,1,7986,
PHS,2000,SC,11,1,56,
PHS,2000,SE,11,1,3545,
PHS,2000,SP,11,10,38056,
PL,2000,AL,11,6,21503,2.0
PL,2000,AM,11,6,10931,1.0
PL,2000,BA,11,142,656307,71.0
PL,2000,CE,11,9,10142,1.0
PL,2000,ES,11,7,15258,3.0
PL,2000,GO,11,32,99495,12.0
PL,2000,MG,11,144,442533,62.0
PL,2000,MS,11,3,5956,
PL,2000,MT,11,4,9137,1.0
PL,2000,PB,11,16,26887,5.0
PL,2000,PE,11,12,17844,1.0
PL,2000,PI,11,15,23183,4.0
PL,2000,PR,11,9,26706,
PL,2000,RJ,11,9,66448,1.0
PL,2000,RN,11,21,65550,12.0
PL,2000,RS,11,5,7729,3.0
PL,2000,SC,11,3,7809,2.0
PL,2000,SE,11,1,1907,
PL,2000,SP,11,90,584844,32.0
PMDB,2000,AL,11,39,145668,17.0
PMDB,2000,AM,11,5,6300,3.0
PMDB,2000,BA,11,90,402666,32.0
PMDB,2000,CE,11,44,529181,11.0
PMDB,2000,ES,11,41,248713,18.0
PMDB,2000,GO,11,155,547055,63.0
PMDB,2000,MG,11,520,2354397,232.0
PMDB,2000,MS,11,43,388631,25.0
PMDB,2000,MT,11,54,168043,20.0
PMDB,2000,PB,11,162,746852,84.0
PMDB,2000,PE,11,86,611860,44.0
PMDB,2000,PI,11,112,215925,46.0
PMDB,2000,PR,11,183,760347,82.0
PMDB,2000,RJ,11,39,656532,13.0
PMDB,2000,RN,11,107,415739,56.0
PMDB,2000,RS,11,312,1437770,140.0
PMDB,2000,SC,11,213,939604,114.0
PMDB,2000,SP,11,290,1477606,111.0
PMN,2000,AL,11,4,11537,
PMN,2000,BA,11,5,9606,1.0
PMN,2000,CE,11,4,6776,
PMN,2000,ES,11,5,34003,2.0
PMN,2000,GO,11,2,174,
PMN,2000,MG,11,24,65573,7.0
PMN,2000,MT,11,1,699,
PMN,2000,PI,11,1,168,
PMN,2000,RJ,11,2,10094,1.0
PMN,2000,RN,11,2,1090,
PMN,2000,SC,11,1,207,
PMN,2000,SP,11,7,36493,1.0
PPB,2000,AL,11,10,36767,3.0
PPB,2000,AM,11,3,2560,
PPB,2000,BA,11,101,433907,42.0
PPB,2000,CE,11,27,204487,10.0
PPB,2000,ES,11,9,55420,3.0
PPB,2000,GO,11,81,268029,37.0
PPB,2000,MG,11,132,713030,49.0
PPB,2000,MS,11,4,4048,1.0
PPB,2000,MT,11,16,29255,2.0
PPB,2000,PB,11,34,130909,14.0
PPB,2000,PE,11,33,129735,6.0
PPB,2000,PI,11,45,117751,25.0
PPB,2000,PR,11,81,463873,29.0
PPB,2000,RJ,11,23,304633,9.0
PPB,2000,RN,11,60,150721,37.0
PPB,2000,RS,11,313,1198166,175.0
PPB,2000,SC,11,173,651802,73.0
PPB,2000,SP,11,124,1541791,33.0
PPS,2000,AL,11,12,93252,2.0
PPS,2000,AM,11,2,5137,1.0
PPS,2000,BA,11,3,74972,
PPS,2000,CE,11,58,425196,17.0
